,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,merchant_has_profile_picture,product_url,limited_quantity,discount,no_urgency,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,origin_m,origin_other,origin_s,origin_xs,origin_CN,origin_US,origin_VE,origin_other,origin_m,origin_other,origin_s,origin_xs
1215,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5723.0,2701.0,1656.0,751.0,1210.0,0,1,0,0,1,0,0,0,0,1,0,0
1216,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,288.0,113.0,60.0,26.0,42.0,0,1,0,0,1,0,0,0,0,1,0,0
1217,5.69,17,5000,0,4.31,922,0,0,0,0,"Summer,Fashion,crop top,Skeleton,skullprint,skeletonprint,Tops,tank top,sleeveless crop top,Ladies,Women's Fashion,sleeveless tops,Print,sleeveless,cropped top,summer tops",m,50,Livraison standard,2,0,43,50,9465,4.138404648705759,0,https://www.wish.com/c/5cda67f81d74dd124be0aa84,0,0,1,568.0,183.0,105.0,24.0,42.0,1,0,0,0,1,0,0,0,1,0,0,0
1218,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,477.0,180.0,152.0,70.0,131.0,0,1,0,0,0,0,0,1,0,1,0,0
1219,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,238.0,75.0,43.0,19.0,38.0,0,1,0,0,0,0,0,1,0,1,0,0
1220,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,9.0,3.0,3.0,4.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1221,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,77.0,44.0,39.0,19.0,66.0,0,1,0,0,0,0,0,1,0,1,0,0
1222,11.0,10,5000,0,3.56,402,0,0,0,0,"Summer,Plus Size,Mini,Spring,Dress,slim,Cami,Women's Fashion,dressesforwomen,Vintage,sexy,Striped,Women,Fashion,button,Vintage dress",s,50,Livraison standard,3,0,41,50,20037,3.8800718670459644,0,https://www.wish.com/c/5e40f1398d75d64239efbb87,1,0,0,168.0,69.0,56.0,37.0,72.0,0,0,1,0,1,0,0,0,0,0,1,0
1223,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
1224,5.85,5,10000,0,3.55,1004,0,0,0,0,"Mini,short sleeve dress,Summer,plus size dress,Pleated,short sleeves,V-neck,Mini dress,beach dress,Party Dress,t-shirt dress,Casual,casual dress,Deep V-Neck,Shorts,Sleeve,Beach,Plus Size,summer dress,Women's Fashion,Cotton Dress,Dress,women dress,Cotton,Fashion,loose dress",xs,50,Livraison standard,2,0,20,50,7314,3.938200710965272,0,https://www.wish.com/c/5c2320b1c68b9858ff6fff97,0,0,1,402.0,172.0,168.0,96.0,166.0,0,0,0,1,1,0,0,0,0,0,0,1
1225,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,12.0,0.0,5.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1226,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,341.0,125.0,74.0,39.0,37.0,0,1,0,0,0,0,0,1,0,1,0,0
1227,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,59.0,21.0,15.0,11.0,9.0,0,1,0,0,0,0,0,1,0,1,0,0
1228,14.0,26,5000,0,4.12,437,0,0,0,0,"Summer,Plus Size,Shirt,letter print,splitdre,Dress,Mini dress,Women's Fashion,Fashion,splits,Print,Sport,Casual",s,50,Livraison standard,3,0,43,50,4220,4.109952606635071,0,https://www.wish.com/c/5ccd5605944e530bfb02d203,0,0,1,251.0,80.0,47.0,24.0,35.0,0,0,1,0,1,0,0,0,0,0,1,0
1230,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,47.0,24.0,19.0,9.0,21.0,0,1,0,0,0,0,0,1,0,1,0,0
1231,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,146.0,64.0,53.0,36.0,96.0,0,1,0,0,0,0,0,1,0,1,0,0
1232,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,29.0,12.0,4.0,2.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
1233,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,752.0,300.0,156.0,76.0,82.0,0,1,0,0,1,0,0,0,0,1,0,0
1234,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,8.0,5.0,0.0,2.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
1235,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,617.0,169.0,177.0,88.0,128.0,0,1,0,0,0,0,0,1,0,1,0,0
1236,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1253.0,470.0,390.0,233.0,401.0,0,1,0,0,0,0,0,1,0,1,0,0
1237,8.0,7,20000,0,3.63,2058,0,0,0,0,"Summer,Plus Size,tunic,Lace,Tank,Tops,Loose,camisoles for women,tank top,Fashion,sleeveless,sexy,Casual,Women Fashion",s,50,Livraison standard,3,0,43,50,65189,4.049640276733805,0,https://www.wish.com/c/5cb6c6e841ec3b10cad8e77f,1,0,0,902.0,319.0,324.0,191.0,322.0,0,0,1,0,1,0,0,0,0,0,1,0
1238,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,25.0,11.0,6.0,3.0,6.0,0,1,0,0,0,0,0,1,0,1,0,0
1239,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1240,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,41.0,23.0,19.0,10.0,28.0,0,1,0,0,0,0,0,1,0,1,0,0
1241,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,70.0,32.0,26.0,10.0,24.0,0,1,0,0,0,0,0,1,0,1,0,0
1242,9.0,9,100,1,5.0,0,0,0,0,0,"Summer,woman fashion,printeddres,suspenderdres,Dress,Slim Fit,beach wear,Women's Fashion,Sleeveless dress,women dress,Print,sleeveless,Casual,strapless",s,50,Livraison standard,3,0,44,50,246312,4.2037253564584764,0,https://www.wish.com/c/5ec1ffa502f451526044f724,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
1243,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,387.0,163.0,104.0,46.0,56.0,0,1,0,0,0,0,0,1,0,1,0,0
1244,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,188.0,51.0,20.0,15.0,26.0,0,1,0,0,0,0,0,1,0,1,0,0
1245,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1246,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,3.0,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1247,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1141.0,329.0,212.0,88.0,140.0,0,1,0,0,0,0,0,1,0,1,0,0
1248,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,33.0,13.0,10.0,11.0,35.0,0,1,0,0,0,0,0,1,0,1,0,0
1249,6.0,6,1000,1,3.98,330,1,1,0,0,"undersafetypant,Summer,Underwear,Panties,high waist,boxer shorts,pants,Body Shapers,Leggings,Shorts,Knickers,Boxer,Seamless,Beach,safetypant,Fashion,Lace",xs,50,Livraison standard,2,0,26,50,1428,4.351540616246498,0,https://www.wish.com/c/5cb0327791033211722bcb97,0,0,1,160.0,76.0,44.0,26.0,24.0,0,0,0,1,1,0,0,0,0,0,0,1
1250,13.0,11,1000,0,4.14,582,0,0,0,0,"Summer,short sleeve dress,tunic,Sleeve,Pure Color,tunicsforwomen,short sleeves,Cotton Dress,Women's Fashion,Shorts,summer dress,fashion dresses,Dress,summer dresses,Women,short skirt,casual dress",s,50,Livraison standard,3,0,36,50,6329,4.16290093221678,0,https://www.wish.com/c/5b5928df126bde74e5771563,0,0,1,313.0,139.0,66.0,28.0,36.0,0,0,1,0,1,0,0,0,0,0,1,0
1252,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,109.0,42.0,28.0,11.0,22.0,0,1,0,0,0,0,0,1,0,1,0,0
1253,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,59.0,18.0,14.0,4.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0
1255,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,120.0,32.0,19.0,9.0,12.0,0,1,0,0,0,0,0,1,0,1,0,0
1256,12.0,11,100,0,3.6,30,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",m,50,Livraison standard,3,0,38,50,105015,3.789601485502071,0,https://www.wish.com/c/5d3eba3f20e552131d7dcb40,1,0,0,14.0,3.0,5.0,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0
1257,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,55.0,19.0,14.0,7.0,22.0,0,1,0,0,0,0,0,1,0,1,0,0
1258,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2.0,1.0,6.0,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
1259,11.0,102,1000,1,4.15,674,0,0,0,0,"strapless,softcomfortable,tunic,Shirt,Tube top,sexy shirts,Plus size top,beach wear,Tops,loose shirt,Women's Fashion,Fashion,backless,Strapless Top,causaltop,summer tops,stretchytop,Women",s,33,Livraison standard,3,0,41,50,8191,4.190208765718471,0,https://www.wish.com/c/5c99cc1d987d733441c90588,0,0,1,366.0,161.0,69.0,35.0,43.0,0,0,1,0,1,0,0,0,0,0,1,0
1260,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,14.0,7.0,0.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1261,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,10.0,2.0,2.0,1.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0
1263,2.9,3,100,1,3.89,19,0,0,0,0,"Summer,baggyshort,Shorts,Waist,Elastic,pants,Short pants,Simple Style,stretchshort,sandybeach,elastic waist,Fashion,Casual,Women",xs,6,Livraison standard,1,0,139,50,163,4.190184049079755,0,https://www.wish.com/c/5ecc88113630a4376e694457,0,0,1,9.0,5.0,1.0,2.0,2.0,0,0,0,1,1,0,0,0,0,0,0,1
1264,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,475.0,148.0,135.0,50.0,95.0,0,1,0,0,0,0,0,1,0,1,0,0
1265,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,5.0,2.0,5.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1266,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,17.0,8.0,7.0,1.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
1267,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,4.0,5.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1268,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,120.0,44.0,29.0,13.0,17.0,0,1,0,0,0,0,0,1,0,1,0,0
1269,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,304.0,112.0,86.0,36.0,58.0,0,1,0,0,0,0,0,1,0,1,0,0
1270,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1272,13.0,68,5000,0,3.79,1095,0,0,0,0,"womensummerclothe,Fashion,Lace,Bikini swimwear,women swimsuit,onepiece,beachwera,Lace Bikini,Women's Fashion,bikinis women,Bikini,Swimwear,women swimwear,bikini sexy,Women,women bathing suit,bangdagebikini,Swimsuit,Swimming",s,50,Livraison standard,3,0,66,50,24306,4.236690529087468,0,https://www.wish.com/c/5a35a744daa5c76df424c228,1,0,0,488.0,228.0,168.0,87.0,124.0,0,0,1,0,0,1,0,0,0,0,1,0
1273,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
1274,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,72.0,31.0,17.0,8.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
1275,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,104.0,52.0,26.0,2.0,13.0,0,1,0,0,0,0,0,1,0,1,0,0
1276,11.0,60,1000,1,3.38,37,0,0,0,0,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress",s,49,Livraison standard,2,0,25,50,703,3.9601706970128014,0,https://www.wish.com/c/5ebb9faea86f7a4d86e2f6fb,0,0,1,15.0,3.0,9.0,1.0,9.0,0,0,1,0,1,0,0,0,0,0,1,0
1277,7.0,23,10000,0,3.98,2159,0,0,0,0,"blouse,push up bra,Vest,Sports Bra,crop top,Shirt,#Sport Bra,bras for women,Tops,Bracelet,tank top,sleeveless,Fashion,Summer,sport bra top,Tank,Casual,Bras",xs,50,Livraison standard,2,0,40,50,213709,4.2938996485875665,0,https://www.wish.com/c/5a309e7c2495d43e9bd63486,1,0,0,1125.0,374.0,324.0,170.0,166.0,0,0,0,1,1,0,0,0,0,0,0,1
1278,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,981.0,445.0,301.0,141.0,234.0,0,1,0,0,0,0,0,1,0,1,0,0
1279,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,151.0,72.0,45.0,17.0,32.0,0,1,0,0,0,0,0,1,0,1,0,0
1280,8.0,84,10000,0,4.19,3679,1,0,1,0,"bathing suit,Bikinis Set,women beachwear,Lace Bikini,summerwomenbikini,One Piece Swimsuits,Push up bikini,padded,Swimwear,Women's Fashion,Fashion,womenmonokini,Bikini,womenswimwearbikini,Swimsuit,onepiece,Swimming",m,50,Livraison standard,3,0,37,50,80713,4.1878136111902675,0,https://www.wish.com/c/594dcfd3346d4b7048be7495,0,0,1,2077.0,783.0,446.0,192.0,181.0,1,0,0,0,1,0,0,0,1,0,0,0
1281,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,15.0,4.0,3.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1282,11.0,84,100,0,3.65,31,0,0,0,0,"slim dress,summer dress,womenshortsleevedre,Sleeve,Summer,Dress,slim,short sleeves,Women's Fashion,Shorts,boho dress,slimfitdre,Fashion,Casual",m,50,Livraison standard,2,0,34,50,5311,4.034645076256825,0,https://www.wish.com/c/5e6f1f18eb32d0b52d76cdbf,0,0,1,12.0,4.0,8.0,6.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0
1283,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,4.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1284,16.0,14,100,1,3.44,27,0,0,0,0,"mensummertshirt,Summer,Fashion,Men's Fashion,Sleeve,Fitness,Shorts,athleticset,short sleeves,Outfits,Sport,T Shirts,sportsampoutdoor,Sport Suits,Men,Suits,Short Sleeve T-Shirt,Casual,Clothes",m,50,Livraison standard,4,0,35,50,572,3.367132867132867,0,https://www.wish.com/c/5eba38a9d0c9a464e4490d20,0,0,1,13.0,2.0,2.0,4.0,6.0,1,0,0,0,0,0,1,0,1,0,0,0
1285,5.0,5,5000,1,2.94,667,0,0,0,0,"Summer,Vest,Fashion,Tank,chiffon,Halter,Tops,Loose,V-neck,solid color,tank top,women clothes,silk,vneckshirt",s,50,Livraison standard,2,0,25,50,8740,4.230320366132723,0,https://www.wish.com/c/5d31263826b71f67aa5618c9,0,0,1,175.0,90.0,127.0,70.0,205.0,0,0,1,0,1,0,0,0,0,0,1,0
1286,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,29.0,6.0,4.0,4.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
1287,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,22.0,7.0,9.0,5.0,17.0,0,1,0,0,0,0,0,1,0,1,0,0
1288,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,39.0,21.0,10.0,4.0,15.0,0,1,0,0,0,0,0,1,0,1,0,0
1289,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,22.0,8.0,9.0,3.0,10.0,0,1,0,0,0,0,0,0,0,1,0,0
1290,9.0,14,20000,1,3.31,3344,0,0,0,0,"Summer,summer dress,Lace,Ladies Fashion,long dress,Dress,Lace Dress,Party Dress,Women's Fashion,beach dress,Sleeveless dress,maxi dress,Ladies,summer dresses,Women,Fashion,casual dress",s,50,Livraison standard,3,0,33,50,25356,3.9025477204606407,0,https://www.wish.com/c/5b82f9d02e756e165025e7b8,0,0,1,1162.0,542.0,559.0,339.0,742.0,0,0,1,0,1,0,0,0,0,0,1,0
1291,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,262.0,81.0,46.0,14.0,26.0,0,1,0,0,0,0,0,1,0,1,0,0
1292,6.0,17,6,0,5.0,0,0,0,0,0,"Summer,Fashion,cottontee,Sleeve,Tops & Tees,Leopard,short sleeves,Shorts,Round neck,T Shirts,lipsshirt,lip,Tops & T-Shirts,Casual Tops,Women's Fashion,Casual,Women Fashion,Women",xs,10,Livraison standard,2,0,43,50,65189,4.049640276733805,0,https://www.wish.com/c/5e7eb4545c97e409ca7c33aa,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1
1293,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1.0,1.0,0.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
1294,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,244.0,90.0,67.0,36.0,50.0,0,1,0,0,0,0,0,1,0,1,0,0
1295,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,15.0,3.0,5.0,4.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
1296,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,2867.0,1406.0,1330.0,695.0,944.0,0,1,0,0,0,0,0,0,0,1,0,0
1297,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,3.0,4.0,3.0,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
1298,6.0,7,100,1,4.31,13,0,0,0,0,"Summer,Shorts,Cotton,Cotton T Shirt,Sleeve,womentee,short sleeves,hippietshirt,T Shirts,Fashion,women shirt,Women,women top,Women's Fashion,Casual,Women Fashion,Shirt",xs,4,Livraison standard,2,0,41,50,25222,4.001546269130125,0,https://www.wish.com/c/5eacf4bd2f2def0238b0aec6,0,0,1,8.0,3.0,1.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1
1299,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,39.0,19.0,8.0,4.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
1300,11.0,59,100,1,3.61,28,0,0,0,0,"tanktopdres,Summer,Plus Size,Tank,sundress,long dress,Beach,Tops,summer dress,kleid,Women's Fashion,tank top,Spaghetti Strap,beach dress,Sleeveless dress,Spaghetti,sleeveless,maxi dress,Fashion,Dress,Women",m,50,Livraison standard,3,0,40,50,14291,4.184731649289763,0,https://www.wish.com/c/5ddf85feb3118e5ced0b8cf4,0,0,1,12.0,5.0,4.0,2.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0
1301,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,9.0,5.0,3.0,0.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
1302,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,199.0,83.0,79.0,44.0,78.0,0,1,0,0,0,0,0,1,0,1,0,0
1303,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,392.0,144.0,134.0,62.0,111.0,0,1,0,0,1,0,0,0,0,1,0,0
1304,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,4.0,2.0,2.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1305,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
1306,11.0,43,10000,0,3.28,2521,0,0,0,0,"bohemia,gatherbracketbikini,Panties,beachsuit,national,Swimwear,Swimsuit,padded,Women's Fashion,Fashion,Bikini,Beach,Women Fashion,Swimming",m,50,Livraison standard,3,0,35,50,15502,4.115275448329248,0,https://www.wish.com/c/5a3cccf4e723d838617c8a68,0,0,1,723.0,505.0,513.0,315.0,465.0,1,0,0,0,1,0,0,0,1,0,0,0
1307,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,9.0,6.0,0.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
1308,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,217.0,125.0,128.0,68.0,154.0,0,1,0,0,0,0,0,1,0,1,0,0
1309,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,5.0,1.0,0.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
1310,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,550.0,257.0,171.0,86.0,129.0,0,1,0,0,0,0,0,1,0,1,0,0
1311,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,40.0,24.0,13.0,3.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
1312,1.88,25,100,1,4.46,26,1,0,1,0,"Summer,Plus Size,Cotton Shirt,Sleeve,letter print,Classics,Graphic Shirt,Tops,short sleeves,vintageshirt,shirt women,graphic tee,T Shirts,Fashion,off shoulder,printed,Funny,Women's Fashion,tops for women",xs,41,Livraison standard,1,0,43,50,1373,4.007283321194465,0,https://www.wish.com/c/5e915982ab90d13f12c58c1d,0,0,1,19.0,4.0,1.0,0.0,2.0,0,0,0,1,1,0,0,0,0,0,0,1
1313,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,169.0,53.0,25.0,8.0,14.0,0,1,0,0,1,0,0,0,0,1,0,0
1314,9.0,135,100,0,3.55,33,0,0,0,0,"Summer,Slim Fit,Cotton T Shirt,Mens T Shirt,slim,short sleeves,V-neck,Men's Fashion,Fashion,solid color,Cotton,Casual,T Shirts,Shirt",s,50,Livraison standard,3,0,39,50,9940,4.048993963782697,0,https://www.wish.com/c/5b04be45a7df63180c4f9c7e,0,0,1,10.0,10.0,5.0,4.0,4.0,0,0,1,0,1,0,0,0,0,0,1,0
1315,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,246.0,105.0,107.0,43.0,84.0,0,1,0,0,0,0,0,1,0,1,0,0
1317,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,2.0,4.0,4.0,6.0,0,1,0,0,0,0,0,1,0,1,0,0
1318,5.65,6,1000,1,3.96,164,0,0,0,0,"Summer,Plus Size,Tank,Tops,Spaghetti Strap,tank top,floralprinted,Women's Fashion,Fashion,Design,printed,Floral,sleeveless,Spaghetti,Casual",m,17,Livraison standard,2,0,23,50,12309,4.0451702006661785,1,https://www.wish.com/c/5d0b0ac9fdbec0744e2584a9,1,0,0,86.0,26.0,28.0,8.0,16.0,1,0,0,0,1,0,0,0,1,0,0,0
1319,8.0,65,100,0,3.97,29,0,0,0,0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men",s,1,Livraison standard,2,0,33,50,239,3.882845188284519,0,https://www.wish.com/c/5e1bd924d7be4445acfa8c6d,1,0,0,18.0,1.0,5.0,1.0,4.0,0,0,1,0,1,0,0,0,0,0,1,0
1320,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,4.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0
1321,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,136.0,32.0,23.0,13.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
1322,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,8.0,5.0,4.0,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
1323,7.0,6,1000,0,3.27,601,0,0,0,0,"Summer,Plus Size,high waist,Sleeve,Dress,Loose,short sleeves,Round neck,floralprinted,Women's Fashion,Shorts,printed,Floral,Necks,Casual,Women",s,10,Livraison standard,2,0,9,50,16757,3.965387599212269,0,https://www.wish.com/c/5d09be52eea40f71353f7213,0,0,1,208.0,94.0,91.0,66.0,142.0,0,0,1,0,1,0,0,0,0,0,1,0
